transaction_id,date,description,amount,type,category,recurring
TXN1980,2026-02-21,Metro Recharge,970.58,Debit,Transport,No
TXN0723,2026-02-22,DMart,585.86,Debit,Groceries,No
TXN1199,2026-02-22,Reliance Smart,370.82,Debit,Groceries,No
TXN1394,2026-02-22,Swiggy,1731.19,Debit,Food,No
TXN1853,2026-02-22,Service Payment,1868.0,Debit,Other,No
TXN0336,2026-02-23,Service Payment,1006.1,Debit,Other,No
TXN0837,2026-02-23,Dominos,580.86,Debit,Food,No
TXN0937,2026-02-23,Flipkart,3641.19,Debit,Shopping,No
TXN1851,2026-02-23,Coding Course,6240.75,Debit,Education,No
TXN1884,2026-02-23,Croma,6031.34,Debit,Shopping,No
TXN0074,2026-02-24,Gift,1572.28,Debit,Other,No
TXN0361,2026-02-24,PharmEasy,714.21,Debit,Healthcare,No
TXN0477,2026-02-24,Gift,2305.93,Debit,Other,No
TXN0781,2026-02-24,Reliance Smart,648.71,Debit,Groceries,No
TXN1104,2026-02-24,Myntra,3566.34,Debit,Shopping,No
TXN1140,2026-02-24,PharmEasy,1033.18,Debit,Healthcare,No
TXN1410,2026-02-24,Metro Recharge,995.66,Debit,Transport,No
TXN1485,2026-02-24,DMart,998.84,Debit,Groceries,No
TXN1510,2026-02-24,Apollo Pharmacy,4143.66,Debit,Healthcare,No
TXN1790,2026-02-24,Rapido,1120.65,Debit,Transport,No
TXN0093,2026-02-25,Blinkit,2861.9,Debit,Groceries,No
TXN0130,2026-02-25,1mg,1553.99,Debit,Healthcare,No
TXN1056,2026-02-25,BMTC,625.41,Debit,Transport,No
TXN1484,2026-02-25,Flipkart,5341.12,Debit,Shopping,No
TXN1670,2026-02-25,Ola,940.16,Debit,Transport,No
TXN0350,2026-02-26,Netflix,993.9,Debit,Entertainment,No
TXN0412,2026-02-26,Gas Bill,1819.43,Debit,Utilities,No
TXN0414,2026-02-26,Cafe Coffee Day,904.24,Debit,Food,No
TXN0504,2026-02-26,Zepto,401.03,Debit,Groceries,No
TXN1285,2026-02-26,College Fees,630.47,Debit,Education,No
TXN1536,2026-02-26,BMTC,337.67,Debit,Transport,No
TXN1543,2026-02-26,Amazon,2604.53,Debit,Shopping,No
TXN1656,2026-02-26,BMTC,218.45,Debit,Transport,No
TXN1747,2026-02-26,Myntra,4818.57,Debit,Shopping,No
TXN1852,2026-02-26,Ajio,6492.4,Debit,Shopping,No
TXN0122,2026-02-27,Water Bill,1902.27,Debit,Utilities,No
TXN0532,2026-02-27,Book Store,3091.95,Debit,Education,No
TXN0564,2026-02-27,Zepto,3299.71,Debit,Groceries,No
TXN1454,2026-02-27,Dominos,173.43,Debit,Food,No
TXN1730,2026-02-27,BMTC,863.57,Debit,Transport,No
TXN0327,2026-02-28,Metro Recharge,191.08,Debit,Transport,No
TXN0364,2026-02-28,Zomato,276.03,Debit,Food,No
TXN0446,2026-02-28,BMTC,359.57,Debit,Transport,No
TXN0675,2026-02-28,Gas Bill,1481.36,Debit,Utilities,No
TXN0938,2026-02-28,Rapido,211.86,Debit,Transport,No
TXN1021,2026-02-28,Miscellaneous,1205.98,Debit,Other,No
TXN1081,2026-02-28,Ajio,6583.79,Debit,Shopping,No
TXN1634,2026-02-28,PVR,1610.89,Debit,Entertainment,No
TXN1847,2026-02-28,BigBasket,1380.75,Debit,Groceries,No
TXN0013,2026-03-01,Salary,60000.0,Credit,Income,No
TXN0299,2026-03-01,Miscellaneous,1982.79,Debit,Other,No
TXN0757,2026-03-01,PVR,1750.48,Debit,Entertainment,No
TXN0933,2026-03-01,Amazon,861.76,Debit,Shopping,No
TXN0948,2026-03-01,Dominos,852.89,Debit,Food,No
TXN1388,2026-03-01,Swiggy,907.96,Debit,Food,No
TXN1461,2026-03-01,Blinkit,2717.55,Debit,Groceries,No
TXN1534,2026-03-01,BigBasket,1852.2,Debit,Groceries,No
TXN1588,2026-03-01,1mg,1057.9,Debit,Healthcare,No
TXN1774,2026-03-01,Ajio,1563.47,Debit,Shopping,No
TXN0014,2026-03-02,House Rent,18000.0,Debit,Housing,Yes
TXN0015,2026-03-02,EMI,10000.0,Debit,EMI,Yes
TXN0018,2026-03-02,Internet Bill,999.0,Debit,Utilities,Yes
TXN0248,2026-03-02,Swiggy,911.39,Debit,Food,No
TXN0491,2026-03-02,Clinic,3497.87,Debit,Healthcare,No
TXN0584,2026-03-02,Zomato,1737.43,Debit,Food,No
TXN0752,2026-03-02,YouTube Premium,1885.75,Debit,Entertainment,No
TXN0910,2026-03-02,Cafe Coffee Day,635.18,Debit,Food,No
TXN0969,2026-03-02,DMart,1730.62,Debit,Groceries,No
TXN1033,2026-03-02,Uber,516.24,Debit,Transport,No
TXN1080,2026-03-02,Reliance Smart,2595.37,Debit,Groceries,No
TXN1095,2026-03-02,RedBus,6288.29,Debit,Travel,No
TXN1309,2026-03-02,Cafe Coffee Day,1029.39,Debit,Food,No
TXN1638,2026-03-02,Blinkit,392.03,Debit,Groceries,No
TXN1756,2026-03-02,Blinkit,844.39,Debit,Groceries,No
TXN1893,2026-03-02,Service Payment,2603.49,Debit,Other,No
TXN1895,2026-03-02,Miscellaneous,2772.92,Debit,Other,No
TXN1897,2026-03-02,BESCOM,1806.94,Debit,Utilities,No
TXN0016,2026-03-03,SIP Investment,5000.0,Debit,Investment,Yes
TXN0017,2026-03-03,Netflix,649.0,Debit,Entertainment,Yes
TXN0762,2026-03-03,Swiggy,1093.03,Debit,Food,No
TXN0782,2026-03-03,DMart,1304.91,Debit,Groceries,No
TXN0980,2026-03-03,Reliance Smart,926.95,Debit,Groceries,No
TXN1147,2026-03-03,Ola,592.06,Debit,Transport,No
TXN1266,2026-03-03,McDonalds,837.26,Debit,Food,No
TXN1476,2026-03-03,UPI Transfer,2153.42,Debit,Other,No
TXN1622,2026-03-03,Book Store,9755.46,Debit,Education,No
TXN0334,2026-03-04,Gas Bill,1904.21,Debit,Utilities,No
TXN1210,2026-03-04,Amazon,6085.43,Debit,Shopping,No
TXN1571,2026-03-04,McDonalds,952.27,Debit,Food,No
TXN1592,2026-03-04,Airtel,1834.11,Debit,Utilities,No
TXN1725,2026-03-04,Uber,346.65,Debit,Transport,No
TXN1789,2026-03-04,Myntra,694.72,Debit,Shopping,No
TXN0295,2026-03-05,DMart,344.54,Debit,Groceries,No
TXN0402,2026-03-05,BESCOM,2278.5,Debit,Utilities,No
TXN0729,2026-03-05,BigBasket,748.04,Debit,Groceries,No
TXN0883,2026-03-05,McDonalds,983.46,Debit,Food,No
TXN1335,2026-03-05,Zomato,1335.32,Debit,Food,No
TXN1880,2026-03-05,Myntra,1428.6,Debit,Shopping,No
TXN0080,2026-03-06,DMart,2911.27,Debit,Groceries,No
TXN0210,2026-03-06,BigBasket,2565.66,Debit,Groceries,No
TXN0211,2026-03-06,Swiggy,1063.04,Debit,Food,No
TXN0310,2026-03-06,Blinkit,1079.42,Debit,Groceries,No
TXN0751,2026-03-06,BMTC,267.0,Debit,Transport,No
TXN1874,2026-03-06,Reliance Smart,1370.38,Debit,Groceries,No
TXN1983,2026-03-06,Airtel,2760.92,Debit,Utilities,No
TXN1409,2026-03-07,College Fees,7795.44,Debit,Education,No
TXN1957,2026-03-07,Zepto,2687.12,Debit,Groceries,No
TXN0120,2026-03-08,Apollo Pharmacy,316.66,Debit,Healthcare,No
TXN0711,2026-03-08,Dominos,707.3,Debit,Food,No
TXN0816,2026-03-08,Reliance Smart,944.69,Debit,Groceries,No
TXN1748,2026-03-08,Reliance Smart,2583.4,Debit,Groceries,No
TXN1794,2026-03-08,Ajio,2936.87,Debit,Shopping,No
TXN1842,2026-03-08,Amazon,5502.92,Debit,Shopping,No
TXN1887,2026-03-08,BigBasket,1659.64,Debit,Groceries,No
TXN1892,2026-03-08,Metro Recharge,876.49,Debit,Transport,No
TXN0111,2026-03-09,Zepto,1918.83,Debit,Groceries,No
TXN0244,2026-03-09,Amazon,2026.69,Debit,Shopping,No
TXN0702,2026-03-09,Coursera,7163.55,Debit,Education,No
TXN0929,2026-03-09,Zepto,2626.94,Debit,Groceries,No
TXN1305,2026-03-09,Miscellaneous,1402.59,Debit,Other,No
TXN1342,2026-03-09,Zomato,343.96,Debit,Food,No
TXN1387,2026-03-09,BigBasket,2930.84,Debit,Groceries,No
TXN1635,2026-03-09,Uber,210.55,Debit,Transport,No
TXN1800,2026-03-09,PharmEasy,4547.55,Debit,Healthcare,No
TXN0115,2026-03-10,UPI Transfer,2822.9,Debit,Other,No
TXN0531,2026-03-10,Cafe Coffee Day,1015.13,Debit,Food,No
TXN0559,2026-03-10,Metro Recharge,500.72,Debit,Transport,No
TXN0578,2026-03-10,Water Bill,1893.22,Debit,Utilities,No
TXN0677,2026-03-10,Service Payment,345.78,Debit,Other,No
TXN0984,2026-03-10,Rapido,1150.93,Debit,Transport,No
TXN1671,2026-03-10,DMart,1891.28,Debit,Groceries,No
TXN1943,2026-03-10,Miscellaneous,146.04,Debit,Other,No
TXN0252,2026-03-11,Rapido,649.23,Debit,Transport,No
TXN0301,2026-03-11,Zepto,3139.23,Debit,Groceries,No
TXN0450,2026-03-11,Ajio,2001.34,Debit,Shopping,No
TXN0557,2026-03-11,DMart,875.94,Debit,Groceries,No
TXN0642,2026-03-11,Metro Recharge,993.33,Debit,Transport,No
TXN1187,2026-03-11,Reliance Smart,2909.22,Debit,Groceries,No
TXN1307,2026-03-11,College Fees,7041.05,Debit,Education,No
TXN1332,2026-03-11,Reliance Smart,3301.1,Debit,Groceries,No
TXN0285,2026-03-12,Zomato,1174.47,Debit,Food,No
TXN0353,2026-03-12,Blinkit,3325.04,Debit,Groceries,No
TXN0400,2026-03-12,Ola,994.92,Debit,Transport,No
TXN0408,2026-03-12,Miscellaneous,2395.0,Debit,Other,No
TXN0724,2026-03-12,Blinkit,3119.16,Debit,Groceries,No
TXN0749,2026-03-12,Zomato,347.08,Debit,Food,No
TXN0949,2026-03-12,BigBasket,330.95,Debit,Groceries,No
TXN1259,2026-03-12,DMart,1438.1,Debit,Groceries,No
TXN1302,2026-03-12,Dominos,1630.34,Debit,Food,No
TXN1317,2026-03-12,McDonalds,960.89,Debit,Food,No
TXN1904,2026-03-12,Clinic,924.21,Debit,Healthcare,No
TXN1985,2026-03-12,Ajio,1894.43,Debit,Shopping,No
TXN0094,2026-03-13,Zomato,1034.87,Debit,Food,No
TXN0409,2026-03-13,DMart,2527.43,Debit,Groceries,No
TXN0536,2026-03-13,BigBasket,891.3,Debit,Groceries,No
TXN0619,2026-03-13,Croma,2987.97,Debit,Shopping,No
TXN0789,2026-03-13,BigBasket,2872.47,Debit,Groceries,No
TXN1420,2026-03-13,Swiggy,299.38,Debit,Food,No
TXN1499,2026-03-13,Metro Recharge,903.56,Debit,Transport,No
TXN1883,2026-03-13,Dominos,1250.42,Debit,Food,No
TXN0662,2026-03-14,Uber,210.0,Debit,Transport,No
TXN0773,2026-03-14,Uber,1169.27,Debit,Transport,No
TXN0812,2026-03-14,Myntra,7606.69,Debit,Shopping,No
TXN0818,2026-03-14,Zepto,2177.15,Debit,Groceries,No
TXN0828,2026-03-14,Amazon,7525.16,Debit,Shopping,No
TXN1043,2026-03-14,Dominos,499.37,Debit,Food,No
TXN1288,2026-03-14,Gas Bill,2324.81,Debit,Utilities,No
TXN1330,2026-03-14,Swiggy,1288.42,Debit,Food,No
TXN1931,2026-03-14,Rapido,307.87,Debit,Transport,No
TXN0274,2026-03-15,Flipkart,4232.5,Debit,Shopping,No
TXN0416,2026-03-15,Croma,2314.54,Debit,Shopping,No
TXN0441,2026-03-15,Zomato,1722.1,Debit,Food,No
TXN0570,2026-03-15,Jio,1092.26,Debit,Utilities,No
TXN0725,2026-03-15,Ola,798.57,Debit,Transport,No
TXN1039,2026-03-15,PVR,878.45,Debit,Entertainment,No
TXN1610,2026-03-15,Reliance Smart,2213.39,Debit,Groceries,No
TXN1891,2026-03-15,BookMyShow,2094.77,Debit,Entertainment,No
TXN0251,2026-03-16,Gift,1424.68,Debit,Other,No
TXN0313,2026-03-16,PVR,206.52,Debit,Entertainment,No
TXN0366,2026-03-16,Zomato,539.84,Debit,Food,No
TXN0515,2026-03-16,Wallet Transfer,2473.29,Debit,Other,No
TXN0636,2026-03-16,Blinkit,1158.9,Debit,Groceries,No
TXN1067,2026-03-16,Gas Bill,2148.53,Debit,Utilities,No
TXN1113,2026-03-16,BigBasket,2873.98,Debit,Groceries,No
TXN1593,2026-03-16,Wallet Transfer,2800.1,Debit,Other,No
TXN1824,2026-03-16,Coursera,5070.61,Debit,Education,No
TXN1987,2026-03-16,BMTC,428.53,Debit,Transport,No
TXN1989,2026-03-16,Swiggy,1004.17,Debit,Food,No
TXN0150,2026-03-17,Flipkart,6549.22,Debit,Shopping,No
TXN0312,2026-03-17,Airtel,1321.4,Debit,Utilities,No
TXN0403,2026-03-17,Zomato,600.11,Debit,Food,No
TXN0858,2026-03-17,Uber,642.35,Debit,Transport,No
TXN0861,2026-03-17,DMart,946.14,Debit,Groceries,No
TXN1272,2026-03-17,Dominos,1447.51,Debit,Food,No
TXN1284,2026-03-17,BigBasket,1077.75,Debit,Groceries,No
TXN1576,2026-03-17,Blinkit,658.48,Debit,Groceries,No
TXN1871,2026-03-17,UPI Transfer,2498.31,Debit,Other,No
TXN0227,2026-03-18,Rapido,331.79,Debit,Transport,No
TXN0411,2026-03-18,UPI Transfer,842.18,Debit,Other,No
TXN0759,2026-03-18,McDonalds,750.56,Debit,Food,No
TXN1062,2026-03-18,Gas Bill,1680.26,Debit,Utilities,No
TXN1093,2026-03-18,Rapido,846.49,Debit,Transport,No
TXN1156,2026-03-18,Coursera,1885.52,Debit,Education,No
TXN1339,2026-03-18,Service Payment,2626.79,Debit,Other,No
TXN1376,2026-03-18,YouTube Premium,352.29,Debit,Entertainment,No
TXN1421,2026-03-18,IRCTC,9206.39,Debit,Travel,No
TXN0260,2026-03-19,Ajio,3395.59,Debit,Shopping,No
TXN0505,2026-03-19,McDonalds,667.59,Debit,Food,No
TXN0727,2026-03-19,Ola,783.45,Debit,Transport,No
TXN0913,2026-03-19,Metro Recharge,140.55,Debit,Transport,No
TXN1850,2026-03-19,PVR,815.23,Debit,Entertainment,No
TXN1868,2026-03-19,Metro Recharge,930.3,Debit,Transport,No
TXN0163,2026-03-20,Zepto,1525.71,Debit,Groceries,No
TXN0467,2026-03-20,Ola,742.83,Debit,Transport,No
TXN0845,2026-03-20,Rapido,1020.64,Debit,Transport,No
TXN1029,2026-03-20,Amazon,6101.68,Debit,Shopping,No
TXN1051,2026-03-20,Myntra,5700.94,Debit,Shopping,No
TXN1218,2026-03-20,UPI Transfer,273.35,Debit,Other,No
TXN1232,2026-03-20,Metro Recharge,937.62,Debit,Transport,No
TXN1432,2026-03-20,College Fees,8479.65,Debit,Education,No
TXN1458,2026-03-20,Gift,1827.08,Debit,Other,No
TXN0116,2026-03-21,Swiggy,1374.99,Debit,Food,No
TXN0263,2026-03-21,Zepto,1611.93,Debit,Groceries,No
TXN1012,2026-03-21,DMart,2571.01,Debit,Groceries,No
TXN1258,2026-03-21,Service Payment,1713.34,Debit,Other,No
TXN1805,2026-03-21,Gift,1978.07,Debit,Other,No
TXN0103,2026-03-22,Reliance Smart,1825.72,Debit,Groceries,No
TXN0276,2026-03-22,Wallet Transfer,2713.51,Debit,Other,No
TXN0453,2026-03-22,Jio,2728.33,Debit,Utilities,No
TXN0522,2026-03-22,Zepto,316.58,Debit,Groceries,No
TXN0713,2026-03-22,DMart,352.1,Debit,Groceries,No
TXN1308,2026-03-22,Ola,814.98,Debit,Transport,No
TXN1393,2026-03-22,Netflix,827.1,Debit,Entertainment,No
TXN1518,2026-03-22,PVR,1065.1,Debit,Entertainment,No
TXN1855,2026-03-22,Flipkart,7332.39,Debit,Shopping,No
TXN1894,2026-03-22,Ajio,4050.17,Debit,Shopping,No
TXN0068,2026-03-23,Netflix,551.54,Debit,Entertainment,No
TXN0246,2026-03-23,Reliance Smart,2857.8,Debit,Groceries,No
TXN0380,2026-03-23,Service Payment,1615.97,Debit,Other,No
TXN0480,2026-03-23,Book Store,2858.57,Debit,Education,No
TXN0807,2026-03-23,Rapido,1199.56,Debit,Transport,No
TXN0955,2026-03-23,BigBasket,3441.02,Debit,Groceries,No
TXN1209,2026-03-23,BMTC,1128.56,Debit,Transport,No
TXN1337,2026-03-23,Metro Recharge,894.1,Debit,Transport,No
TXN1876,2026-03-23,BMTC,663.9,Debit,Transport,No
TXN0076,2026-03-24,Airtel,1434.78,Debit,Utilities,No
TXN0838,2026-03-24,Zepto,3141.38,Debit,Groceries,No
TXN0999,2026-03-24,BigBasket,939.69,Debit,Groceries,No
TXN1082,2026-03-24,Metro Recharge,616.5,Debit,Transport,No
TXN1226,2026-03-24,Coding Course,9187.5,Debit,Education,No
TXN1586,2026-03-24,Ola,772.87,Debit,Transport,No
TXN1937,2026-03-24,Gas Bill,1203.28,Debit,Utilities,No
TXN0183,2026-03-25,BESCOM,2444.48,Debit,Utilities,No
TXN1632,2026-03-25,McDonalds,829.79,Debit,Food,No
TXN0081,2026-03-26,DMart,3329.92,Debit,Groceries,No
TXN0098,2026-03-26,Metro Recharge,1090.74,Debit,Transport,No
TXN0228,2026-03-26,Gift,307.09,Debit,Other,No
TXN0394,2026-03-26,Zepto,2960.3,Debit,Groceries,No
TXN0463,2026-03-26,Clinic,1019.17,Debit,Healthcare,No
TXN0717,2026-03-26,Dominos,1246.44,Debit,Food,No
TXN0726,2026-03-26,Reliance Smart,327.12,Debit,Groceries,No
TXN1065,2026-03-26,Swiggy,1243.42,Debit,Food,No
TXN1680,2026-03-26,Blinkit,3131.04,Debit,Groceries,No
TXN1867,2026-03-26,McDonalds,1770.21,Debit,Food,No
TXN0182,2026-03-27,BMTC,938.93,Debit,Transport,No
TXN0859,2026-03-27,DMart,853.21,Debit,Groceries,No
TXN0954,2026-03-27,Ajio,6499.24,Debit,Shopping,No
TXN1025,2026-03-27,Swiggy,1714.55,Debit,Food,No
TXN1247,2026-03-27,Ajio,7121.18,Debit,Shopping,No
TXN1628,2026-03-27,Ola,936.45,Debit,Transport,No
TXN1854,2026-03-27,Apollo Pharmacy,2684.34,Debit,Healthcare,No
TXN1934,2026-03-27,Clinic,1659.47,Debit,Healthcare,No
TXN0635,2026-03-28,Airtel,2213.29,Debit,Utilities,No
TXN0917,2026-03-28,Blinkit,970.02,Debit,Groceries,No
TXN0930,2026-03-28,Swiggy,1122.99,Debit,Food,No
TXN1665,2026-03-28,Rapido,1174.88,Debit,Transport,No
TXN1754,2026-03-28,Wallet Transfer,674.97,Debit,Other,No
TXN1785,2026-03-28,Dominos,448.08,Debit,Food,No
TXN0058,2026-03-29,Amazon,5068.48,Debit,Shopping,No
TXN0905,2026-03-29,Miscellaneous,1571.21,Debit,Other,No
TXN1088,2026-03-29,Metro Recharge,1051.38,Debit,Transport,No
TXN1179,2026-03-29,Flipkart,4450.57,Debit,Shopping,No
TXN1338,2026-03-29,McDonalds,222.45,Debit,Food,No
TXN1396,2026-03-29,Blinkit,2137.07,Debit,Groceries,No
TXN1509,2026-03-29,UPI Transfer,1422.94,Debit,Other,No
TXN1545,2026-03-29,Dominos,1146.0,Debit,Food,No
TXN0681,2026-03-30,Rapido,856.64,Debit,Transport,No
TXN0738,2026-03-30,Reliance Smart,1646.76,Debit,Groceries,No
TXN0987,2026-03-30,Gift,2106.27,Debit,Other,No
TXN1009,2026-03-30,UPI Transfer,642.23,Debit,Other,No
TXN1262,2026-03-30,YouTube Premium,2023.68,Debit,Entertainment,No
TXN1514,2026-03-30,1mg,3891.87,Debit,Healthcare,No
TXN0234,2026-03-31,Miscellaneous,1771.12,Debit,Other,No
TXN0288,2026-03-31,Miscellaneous,2267.69,Debit,Other,No
TXN0314,2026-03-31,Service Payment,826.9,Debit,Other,No
TXN0424,2026-03-31,Blinkit,2047.24,Debit,Groceries,No
TXN0526,2026-03-31,BESCOM,2783.07,Debit,Utilities,No
TXN0572,2026-03-31,Cafe Coffee Day,1715.06,Debit,Food,No
TXN0787,2026-03-31,BMTC,371.39,Debit,Transport,No
TXN0822,2026-03-31,BookMyShow,1693.11,Debit,Entertainment,No
TXN1073,2026-03-31,PharmEasy,3019.57,Debit,Healthcare,No
TXN1117,2026-03-31,Croma,930.97,Debit,Shopping,No
TXN1587,2026-03-31,Myntra,1867.1,Debit,Shopping,No
TXN1956,2026-03-31,Croma,5541.32,Debit,Shopping,No
TXN0019,2026-04-01,Salary,60000.0,Credit,Income,No
TXN1008,2026-04-01,Spotify,876.61,Debit,Entertainment,No
TXN1182,2026-04-01,Airtel,2923.86,Debit,Utilities,No
TXN1351,2026-04-01,Gift,2049.06,Debit,Other,No
TXN1496,2026-04-01,YouTube Premium,1689.92,Debit,Entertainment,No
TXN1533,2026-04-01,BigBasket,3259.56,Debit,Groceries,No
TXN0604,2026-04-02,DMart,2879.74,Debit,Groceries,No
TXN0994,2026-04-02,Gift,2945.87,Debit,Other,No
TXN1066,2026-04-02,Spotify,1226.31,Debit,Entertainment,No
TXN1333,2026-04-02,BMTC,584.99,Debit,Transport,No
TXN0020,2026-04-03,House Rent,18000.0,Debit,Housing,Yes
TXN0022,2026-04-03,SIP Investment,5000.0,Debit,Investment,Yes
TXN0235,2026-04-03,Metro Recharge,1106.0,Debit,Transport,No
TXN0272,2026-04-03,Gas Bill,2204.5,Debit,Utilities,No
TXN0389,2026-04-03,Uber,486.11,Debit,Transport,No
TXN0435,2026-04-03,Amazon,3729.55,Debit,Shopping,No
TXN0647,2026-04-03,Cafe Coffee Day,479.67,Debit,Food,No
TXN1436,2026-04-03,Coding Course,9337.95,Debit,Education,No
TXN1787,2026-04-03,BESCOM,1815.04,Debit,Utilities,No
TXN1913,2026-04-03,Uber,214.72,Debit,Transport,No
TXN0024,2026-04-04,Internet Bill,999.0,Debit,Utilities,Yes
TXN0197,2026-04-04,McDonalds,1554.07,Debit,Food,No
TXN0461,2026-04-04,Rapido,465.86,Debit,Transport,No
TXN0678,2026-04-04,Zomato,653.88,Debit,Food,No
TXN0907,2026-04-04,BMTC,892.21,Debit,Transport,No
TXN1089,2026-04-04,McDonalds,1141.38,Debit,Food,No
TXN1780,2026-04-04,Zepto,474.61,Debit,Groceries,No
TXN1813,2026-04-04,DMart,874.57,Debit,Groceries,No
TXN0021,2026-04-05,EMI,10000.0,Debit,EMI,Yes
TXN0023,2026-04-05,Netflix,649.0,Debit,Entertainment,Yes
TXN0207,2026-04-05,Cafe Coffee Day,1718.95,Debit,Food,No
TXN0669,2026-04-05,Gift,2413.49,Debit,Other,No
TXN1015,2026-04-05,YouTube Premium,1408.41,Debit,Entertainment,No
TXN1477,2026-04-05,Reliance Smart,715.7,Debit,Groceries,No
TXN1653,2026-04-05,Book Store,3981.4,Debit,Education,No
TXN1745,2026-04-05,Amazon,5310.3,Debit,Shopping,No
TXN1998,2026-04-05,Hospital,1264.99,Debit,Healthcare,No
TXN0104,2026-04-06,Reliance Smart,556.36,Debit,Groceries,No
TXN0528,2026-04-06,Wallet Transfer,2385.09,Debit,Other,No
TXN0533,2026-04-06,McDonalds,1219.67,Debit,Food,No
TXN0672,2026-04-06,Swiggy,1102.62,Debit,Food,No
TXN0680,2026-04-06,Gas Bill,1459.27,Debit,Utilities,No
TXN0682,2026-04-06,Water Bill,1222.09,Debit,Utilities,No
TXN0797,2026-04-06,Flipkart,3154.57,Debit,Shopping,No
TXN1079,2026-04-06,Blinkit,976.85,Debit,Groceries,No
TXN1150,2026-04-06,Cafe Coffee Day,1572.04,Debit,Food,No
TXN1224,2026-04-06,Water Bill,974.44,Debit,Utilities,No
TXN1803,2026-04-06,DMart,2895.18,Debit,Groceries,No
TXN1816,2026-04-06,Myntra,3060.01,Debit,Shopping,No
TXN1312,2026-04-07,BMTC,250.19,Debit,Transport,No
TXN1633,2026-04-07,Zepto,1910.83,Debit,Groceries,No
TXN1761,2026-04-07,Miscellaneous,2207.45,Debit,Other,No
TXN1823,2026-04-07,Swiggy,1298.45,Debit,Food,No
TXN0090,2026-04-08,McDonalds,1482.37,Debit,Food,No
TXN0138,2026-04-08,Rapido,209.52,Debit,Transport,No
TXN0481,2026-04-08,Clinic,3689.3,Debit,Healthcare,No
TXN0580,2026-04-08,Miscellaneous,368.15,Debit,Other,No
TXN0842,2026-04-08,BigBasket,1359.5,Debit,Groceries,No
TXN0981,2026-04-08,Wallet Transfer,725.21,Debit,Other,No
TXN1137,2026-04-08,Cafe Coffee Day,593.98,Debit,Food,No
TXN1231,2026-04-08,Croma,6642.87,Debit,Shopping,No
TXN1825,2026-04-08,Ajio,6815.67,Debit,Shopping,No
TXN0206,2026-04-09,Dominos,530.39,Debit,Food,No
TXN0510,2026-04-09,Jio,2025.19,Debit,Utilities,No
TXN0534,2026-04-09,Blinkit,2830.46,Debit,Groceries,No
TXN1024,2026-04-09,BMTC,1086.08,Debit,Transport,No
TXN1125,2026-04-10,Dominos,523.39,Debit,Food,No
TXN1528,2026-04-10,Spotify,835.78,Debit,Entertainment,No
TXN1955,2026-04-10,Water Bill,926.19,Debit,Utilities,No
TXN0139,2026-04-11,McDonalds,152.79,Debit,Food,No
TXN0639,2026-04-11,Ajio,4953.55,Debit,Shopping,No
TXN1007,2026-04-11,PharmEasy,3849.01,Debit,Healthcare,No
TXN1058,2026-04-11,Coursera,8967.32,Debit,Education,No
TXN1276,2026-04-11,Water Bill,1488.3,Debit,Utilities,No
TXN0185,2026-04-12,Water Bill,1491.64,Debit,Utilities,No
TXN0226,2026-04-12,Service Payment,2017.43,Debit,Other,No
TXN0493,2026-04-12,Jio,2387.41,Debit,Utilities,No
TXN0670,2026-04-12,McDonalds,802.71,Debit,Food,No
TXN0882,2026-04-12,BigBasket,3237.7,Debit,Groceries,No
TXN1047,2026-04-12,Swiggy,563.63,Debit,Food,No
TXN1163,2026-04-12,McDonalds,350.04,Debit,Food,No
TXN1295,2026-04-12,Coding Course,1336.2,Debit,Education,No
TXN1401,2026-04-12,Myntra,2992.49,Debit,Shopping,No
TXN0427,2026-04-13,Zepto,440.18,Debit,Groceries,No
TXN0523,2026-04-13,Metro Recharge,614.74,Debit,Transport,No
TXN0643,2026-04-13,Cafe Coffee Day,1713.01,Debit,Food,No
TXN0939,2026-04-13,BookMyShow,656.89,Debit,Entertainment,No
TXN1122,2026-04-13,McDonalds,818.99,Debit,Food,No
TXN1483,2026-04-13,BigBasket,1873.51,Debit,Groceries,No
TXN1746,2026-04-13,Flipkart,523.07,Debit,Shopping,No
TXN1801,2026-04-13,Swiggy,1522.89,Debit,Food,No
TXN0780,2026-04-14,Dominos,535.46,Debit,Food,No
TXN1092,2026-04-14,Zomato,329.14,Debit,Food,No
TXN1306,2026-04-14,Zomato,1108.7,Debit,Food,No
TXN1319,2026-04-14,Wallet Transfer,745.41,Debit,Other,No
TXN1365,2026-04-14,Zomato,168.64,Debit,Food,No
TXN1383,2026-04-14,Blinkit,2811.82,Debit,Groceries,No
TXN1858,2026-04-14,Zomato,352.92,Debit,Food,No
TXN1991,2026-04-14,Ola,1173.69,Debit,Transport,No
TXN0585,2026-04-15,BookMyShow,2303.21,Debit,Entertainment,No
TXN0744,2026-04-15,BigBasket,1936.18,Debit,Groceries,No
TXN1758,2026-04-15,Hospital,857.01,Debit,Healthcare,No
TXN0549,2026-04-16,Book Store,1604.28,Debit,Education,No
TXN0663,2026-04-16,Dominos,901.3,Debit,Food,No
TXN0697,2026-04-16,Zepto,2811.52,Debit,Groceries,No
TXN0972,2026-04-16,PVR,1666.34,Debit,Entertainment,No
TXN1521,2026-04-16,Metro Recharge,855.44,Debit,Transport,No
TXN1645,2026-04-16,Amazon,6367.78,Debit,Shopping,No
TXN0311,2026-04-17,Spotify,357.8,Debit,Entertainment,No
